NEPA_DOC_NBR,NEPA_SIGNED_DATE,REGION,DATE_COMP_MIN,DATE_COMP_MAX,PROJECT_DUR_CURRENT,PERCENT_PROJ_COMP,DATE_AWARD_MIN,DATE_AWARD_MAX,FY_AWARD_MIN,FY_AWARD_MAX,FY_PLAN_MIN,FY_PLAN_MAX,FY_COMP_MIN,FY_COMP_MAX,PROJECT_DUR_PLAN_YR,ACT_AREA_DIFF,TOT_AREA_PLAN,TOT_AREA_COMP,NBR_ACTIVITIES,FIRE,RANGE,REC,TIMBER,SAW,WILDLIFE,RESTORE,MISC,ENGI,RICHNESS_TEST,PLAN_TO_AWARD_AVE,PLAN_TO_COMP_AVE,FIRST_ACTIVITY,LAST_ACTIVITY,PROJ_RICHNESS,PROJ_DIVERSE,PROJ_EVENNESS,AREA_RICHNESS,AREA_DIVERSE,AREA_EVENNESS
54068,2018-06-04,5.0,2022-06-24,2022-06-24,0.0,1.0,2022-06-24,2022-06-24,2022.0,2022.0,2022,2022,2022.0,2022.0,0,0.0,0.6,0.6,6,0,0,0,0,0,0,0,6,0,1,0.0,0.0,Insect Prevention,Insect Prevention,1,-0.0,,3,1.0986122886681096,0.9999999999999998
54069,2019-06-19,8.0,,,,0.0,,,,,2022,2022,,,0,,1529.0,0.0,23,0,0,0,23,0,0,0,0,0,1,,,Commercial Thin,Commercial Thin,1,-0.0,,0,0.0,-0.0
54081,2018-08-07,6.0,2019-09-01,2019-09-01,0.0,1.0,2018-10-20,2018-10-20,2019.0,2019.0,2019,2019,2019.0,2019.0,0,0.0,25.0,25.0,1,0,0,1,0,0,0,0,0,0,1,0.0,0.0,Recreation Removal of hazard trees and snags - Area,Recreation Removal of hazard trees and snags - Area,1,-0.0,,1,-0.0,
54087,2018-11-29,1.0,,,,0.0,,,,,2022,2022,,,0,,202.0,0.0,10,0,0,0,10,0,0,0,0,0,1,,,Precommercial Thin,Precommercial Thin,1,-0.0,,10,2.3025850929940455,0.9999999999999998
54088,2019-06-19,5.0,,,,0.0,,,,,2019,2024,,,5,,397.0,0.0,17,6,0,0,11,0,0,0,0,0,2,,,Improvement Cut,Cone Collection,2,0.649248354870898,0.9366673818775625,2,0.6914160776171183,0.9975025463691153
54089,2019-10-28,8.0,2021-03-07,2022-03-10,368.0,0.4,2021-03-07,2022-03-10,2021.0,2022.0,2021,2022,2021.0,2022.0,1,0.0,4713.0,2702.0,5,4,0,0,0,0,1,0,0,0,2,0.0,0.0,Underburn - Low Intensity (Majority of Unit),Underburn - Low Intensity (Majority of Unit),2,0.5004024235381879,0.7219280948873623,4,1.3321790402101223,0.9609640474436812
54121,2019-09-10,5.0,2022-02-01,2022-02-01,0.0,1.0,2022-02-01,2022-02-01,2022.0,2022.0,2022,2022,2022.0,2022.0,0,0.0,46.0,46.0,2,2,0,0,0,0,0,0,0,0,1,0.0,0.0,Underburn - Low Intensity (Majority of Unit),Underburn - Low Intensity (Majority of Unit),1,-0.0,,2,0.6931471805599453,1.0
54155,2018-08-01,1.0,2019-04-16,2021-08-03,840.0,0.75,2019-04-16,2021-08-03,2019.0,2021.0,2017,2024,2019.0,2021.0,7,0.20833333333333334,1220.0,884.0,32,16,0,0,12,0,0,0,4,0,3,1.0416666666666667,1.0416666666666667,Underburn - Low Intensity (Majority of Unit),Burning of Piled Material,3,0.9743147528693494,0.8868595071429147,5,1.357433122917149,0.8434206205967764
54163,2020-05-15,1.0,,,,0.0,2021-07-21,2021-07-21,2021.0,2021.0,2020,2029,,,9,0.0,3564.8,888.5,827,300,165,0,362,0,0,0,0,0,3,0.46808510638297873,,"Piling of Fuels, Hand or Machine ",Stocking Survey,3,1.0510683585407588,0.9567236498100796,1,-0.0,
54168,2019-02-01,2.0,2021-08-05,2021-12-28,145.0,0.072,2020-09-22,2021-12-28,2020.0,2022.0,2020,2027,2021.0,2022.0,7,0.0,4126.3,1179.1,125,7,3,0,114,1,0,0,0,0,4,0.0,0.3333333333333333,Certification of Natural Regeneration without Site Prep,Overstory Removal Cut (from advanced regeneration) (EA/RH/FH),4,0.373563089091389,0.2694688080456545,1,-0.0,
54189,2018-06-08,9.0,2020-03-02,2021-04-08,402.0,0.75,2020-03-02,2021-04-08,2020.0,2021.0,2019,2022,2020.0,2021.0,3,0.0,16.5,13.0,8,0,0,0,8,0,0,0,0,0,1,0.16666666666666666,0.16666666666666666,Maintenance of Animal Damage Control for Reforestation,Maintenance of Animal Damage Control for Reforestation,1,-0.0,,0,0.0,-0.0
54192,2020-08-04,2.0,,,,0.0,2021-06-14,2022-01-26,2021.0,2022.0,2021,2028,,,7,0.0,7829.0,1176.0,250,116,0,0,134,0,0,0,0,0,2,0.0,,Seed-tree Seed Cut (with and without leave trees) (EA/RH/NFH),Stocking Survey,2,0.6905529364152048,0.9962572968375276,5,1.3836681194419291,0.8597213404456723
54205,2018-08-30,6.0,,,,0.0,,,,,2030,2030,,,0,,25.0,0.0,1,1,0,0,0,0,0,0,0,0,1,,,"Piling of Fuels, Hand or Machine ","Piling of Fuels, Hand or Machine ",1,-0.0,,1,-0.0,
54218,2018-06-22,8.0,2020-08-04,2022-03-03,576.0,0.2236842105263158,2019-09-10,2022-03-03,2019.0,2022.0,2007,2027,2020.0,2022.0,20,0.0,8458.0,2103.4,228,1,21,2,197,0,6,1,0,0,6,0.24561403508771928,0.27450980392156865,Site Preparation for Planting - Burning,Plant Trees,6,0.5308238880331081,0.2962584527385271,22,2.9524116987915097,0.9551508086159772
54223,2019-09-30,1.0,2020-05-01,2020-05-01,0.0,0.05263157894736842,2020-05-01,2022-03-24,2020.0,2022.0,2020,2036,2020.0,2020.0,16,0.0,2163.0,214.0,19,10,0,0,9,0,0,0,0,0,2,0.0,0.0,Burning of Piled Material,Rearrangement of Fuels,2,0.6917614988524178,0.9980008838722995,4,0.8264053222918117,0.5961254301173212
54226,2020-11-18,3.0,2021-06-30,2021-12-04,157.0,0.8333333333333334,2021-06-30,2021-12-04,2021.0,2022.0,2021,2022,2021.0,2022.0,1,0.0,6453.0,6453.0,6,3,0,0,3,0,0,0,0,0,2,0.0,0.0,Broadcast Burning - Covers a majority of the unit,Broadcast Burning - Covers a majority of the unit,2,0.6931471805599453,1.0,2,0.45056120886630463,0.6500224216483541
54232,2019-08-14,8.0,,,,0.0,,,,,2022,2030,,,8,,2384.0,0.0,56,0,0,0,56,0,0,0,0,0,1,,,Commercial Thin,Site Preparation for Natural Regeneration - Manual,1,-0.0,,36,3.32677615405155,0.9283545618667296
54234,2019-03-26,8.0,,,,0.0,2021-09-21,2021-09-21,2021.0,2021.0,2021,2027,,,6,0.0,2608.0,764.0,51,0,0,0,43,0,8,0,0,0,2,0.0,,Commercial Thin,Stocking Survey,2,0.4344307835427204,0.6267511370265895,12,1.758914035235053,0.7078390793413163
54245,2018-08-31,5.0,2019-04-03,2019-04-03,0.0,1.0,2019-04-03,2019-04-03,2019.0,2019.0,2019,2019,2019.0,2019.0,0,0.0,0.1,0.1,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0,Invasives - Mechanical /Physical,Invasives - Mechanical /Physical,1,-0.0,,1,-0.0,
54246,2019-02-11,2.0,,,,0.0,2020-08-25,2021-09-14,2020.0,2021.0,2020,2027,,,7,0.0,8643.6,986.7,104,30,6,0,68,0,0,0,0,0,3,0.0,,"Piling of Fuels, Hand or Machine ",Burning of Piled Material,3,0.8009966470528318,0.7290985685440594,2,0.5929533174474745,0.8554508105601307
54260,2021-05-03,4.0,2021-09-13,2021-09-15,2.0,0.04504504504504504,2021-06-08,2021-09-15,2021.0,2021.0,2020,2023,2021.0,2021.0,3,0.0,5758.0,4767.0,111,43,0,0,68,0,0,0,0,0,2,0.9102564102564102,0.8,Rearrangement of Fuels,Prune,2,0.6675650758456816,0.9630928243932296,18,0.9614816198932987,0.33264981131463145
54277,2019-12-09,8.0,2021-06-07,2021-09-22,107.0,0.05185185185185185,2021-06-07,2021-09-22,2021.0,2021.0,2021,2030,2021.0,2021.0,9,0.0,6892.300000000001,72.2,135,2,15,8,78,4,28,0,0,0,6,0.0,0.0,Wildlife Habitat Edge Treatment,Site Preparation for Planting - Chemical,6,1.221476467903132,0.6817189968190215,18,1.7766898040854044,0.6146924869549018
54279,2020-06-03,9.0,2021-05-30,2022-06-22,388.0,0.07575757575757576,2021-05-30,2022-06-22,2021.0,2022.0,2021,2031,2021.0,2022.0,10,0.3333333333333333,7074.0,737.0,132,5,0,0,127,0,0,0,0,0,2,0.0,0.4,Commercial Thin,Certification of Natural Regeneration with Site Prep,2,0.16114321393173753,0.23248051561222705,5,0.4916145307287303,0.3054572822788899
54295,2019-04-15,2.0,2019-09-27,2019-09-27,0.0,0.034482758620689655,2019-05-23,2022-04-04,2019.0,2022.0,2003,2029,2019.0,2019.0,26,0.0,2067.5,1479.6,116,62,3,0,50,1,0,0,0,0,4,1.1343283582089552,0.0,Stocking Survey,Thinning for Hazardous Fuels Reduction,4,0.8330788203287154,0.6009393413789328,11,1.2428077939034485,0.518291106372247
54298,2018-11-01,8.0,,,,0.0,2020-09-29,2020-09-29,2020.0,2020.0,2020,2026,,,6,0.0,1065.0,319.0,27,0,0,0,24,0,3,0,0,0,2,0.0,,Control of Understory Vegetation,Control of Understory Vegetation,2,0.34883209584303193,0.5032583347756457,10,2.22339858525986,0.965609736649854
54302,2019-09-25,8.0,2021-06-23,2021-11-10,140.0,0.051094890510948905,2020-09-08,2022-05-04,2020.0,2022.0,2020,2053,2021.0,2022.0,33,0.0,3444.0,654.0,137,1,1,0,135,0,0,0,0,0,3,0.0,0.42857142857142855,Tree Release and Weed,Stocking Survey,3,0.08631599816981851,0.0785682074196191,30,2.933680155408296,0.8625433417141509
54303,2018-12-19,6.0,2019-09-29,2022-06-15,990.0,0.06811145510835913,2019-07-01,2022-01-20,2019.0,2022.0,2019,2030,2019.0,2022.0,11,0.061855670103092786,9566.0,3239.0,323,215,0,0,108,0,0,0,0,0,2,0.0,0.4090909090909091,Precommercial Thin,"Piling of Fuels, Hand or Machine ",2,0.6372270954305104,0.9193243704976756,108,4.624060595052811,0.987597393312046
54305,2018-10-11,8.0,,,,0.0,2019-05-10,2019-05-10,2019.0,2019.0,2019,2019,,,0,0.0,34.0,34.0,1,0,0,0,0,0,1,0,0,0,1,0.0,,Wildlife Habitat Mechanical treatment,Wildlife Habitat Mechanical treatment,1,-0.0,,1,-0.0,
54315,2021-05-03,6.0,,,,0.0,,,,,2022,2030,,,8,,5963.4,0.0,175,123,0,0,51,0,0,0,0,1,3,,,Commercial Thin,Group Selection Cut (UA/RH/FH),3,0.6366614997535257,0.5795142711587317,28,3.285691953746311,0.986041506069972
54326,2019-02-19,8.0,,,,0.0,,,,,2022,2031,,,9,,6923.0,0.0,146,0,0,0,142,0,4,0,0,0,2,,,Commercial Thin,Plant Trees,2,0.12557498044903107,0.18116640155354566,7,1.511440831970056,0.7767269381393688
54327,2019-11-07,6.0,2020-08-21,2021-06-30,313.0,0.07954545454545454,2020-05-13,2020-10-27,2020.0,2021.0,2020,2025,2020.0,2021.0,5,0.0,24928.0,1811.0,176,121,0,0,55,0,0,0,0,0,2,0.9649122807017544,0.8571428571428571,Burning of Piled Material,Fuel Inventory,2,0.6210863745552451,0.8960382325345574,57,3.9797697681034947,0.9843480837766004
54335,2019-03-04,5.0,2019-09-10,2019-10-09,29.0,1.0,2019-09-10,2019-09-10,2019.0,2019.0,2019,2019,2019.0,2020.0,0,0.0,210.0,210.0,4,4,0,0,0,0,0,0,0,0,1,0.0,0.25,Thinning for Hazardous Fuels Reduction,Burning of Piled Material,1,-0.0,,1,-0.0,
54346,2021-03-26,8.0,,,,0.0,,,,,2023,2027,,,4,,1464.0,0.0,80,0,0,0,80,0,0,0,0,0,1,,,Site Preparation for Natural Regeneration - Manual,Site Preparation for Natural Regeneration - Manual,1,-0.0,,20,2.969569866365764,0.9912667739306393
54358,2019-12-19,8.0,2021-04-02,2021-04-02,0.0,0.7142857142857143,2021-04-02,2021-04-02,2021.0,2021.0,2021,2022,2021.0,2021.0,1,0.0,9853.0,6620.0,7,5,0,0,0,0,0,2,0,0,2,0.0,0.0,Broadcast Burning - Covers a majority of the unit,"Pollinator habitat improved, restored or maintained",2,0.5982695885852573,0.8631205685666311,1,-0.0,
54359,2019-11-21,8.0,2021-03-08,2021-03-08,0.0,0.7142857142857143,2021-03-08,2021-03-08,2021.0,2021.0,2021,2022,2021.0,2021.0,1,0.0,24889.0,17754.0,7,3,0,0,0,0,0,4,0,0,2,0.0,0.0,Broadcast Burning - Covers a majority of the unit,"Pollinator habitat improved, restored or maintained",2,0.6829081047004717,0.9852281360342515,2,0.5982695885852573,0.8631205685666311
5436,2007-06-08,6.0,2007-11-01,2021-11-01,5114.0,0.9928400954653938,2007-07-01,2021-11-01,2007.0,2022.0,2007,2023,2008.0,2022.0,16,-0.08557692307692308,44564.2,44204.0,838,329,60,0,265,6,178,0,0,0,5,0.07211538461538461,0.6995192307692307,Prune,Burning of Piled Material,5,1.2843592623092408,0.7980172781979434,108,4.402622997053973,0.9403032045639775
54376,2019-02-20,1.0,2019-04-02,2021-09-01,883.0,0.36752136752136755,2019-04-02,2021-09-01,2019.0,2021.0,2019,2024,2019.0,2021.0,5,0.0,8088.7,3392.5,234,119,0,0,58,0,57,0,0,0,3,0.27906976744186046,0.27906976744186046,Broadcast Burning - Covers a majority of the unit,Broadcast Burning - Covers a majority of the unit,3,1.033631745449438,0.9408521605948443,57,4.032277003200754,0.9973351155055803
54394,2018-12-03,9.0,2020-06-29,2022-06-15,716.0,0.025373134328358207,2019-06-13,2022-06-15,2019.0,2022.0,2019,2033,2020.0,2022.0,14,0.0334841628959276,21187.3,4231.5,1340,80,0,0,1253,0,3,4,0,0,4,0.013574660633484163,0.8529411764705882,Commercial Thin,Site Preparation for Natural Regeneration - Mechanical,4,0.2620495372963242,0.1890287839623272,68,2.4334892114015836,0.5767234903769464
54433,2018-08-15,2.0,,,,0.0,2021-06-28,2021-06-28,2021.0,2021.0,2021,2021,,,0,0.0,11.0,11.0,1,1,0,0,0,0,0,0,0,0,1,0.0,,"Piling of Fuels, Hand or Machine ","Piling of Fuels, Hand or Machine ",1,-0.0,,1,-0.0,
54443,2018-11-19,9.0,2019-06-24,2022-06-13,1085.0,0.38823529411764707,2019-05-15,2022-07-07,2019.0,2022.0,2019,2028,2019.0,2022.0,9,0.0,2959.3999999999996,1118.0,255,33,0,0,6,0,200,16,0,0,4,0.11304347826086956,0.04040404040404041,Wildlife habitat structural maintenance,Fill-in or Replant Trees,4,0.7171059012007556,0.5172825637272706,32,3.410104763304171,0.983948246186152
54484,2019-02-06,8.0,2019-10-01,2022-04-01,913.0,0.6666666666666666,2019-05-22,2022-03-31,2019.0,2022.0,2019,2025,2020.0,2022.0,6,-0.8235294117647058,869.0,596.0,24,0,0,0,23,0,1,0,0,0,2,0.0,0.4375,Stocking Survey,Stocking Survey,2,0.1732052067491771,0.24988229283318544,1,-0.0,
54485,2019-10-31,6.0,2022-06-02,2022-06-02,0.0,0.25,2021-03-08,2021-03-08,2021.0,2021.0,2021,2030,2022.0,2022.0,9,0.0,267.0,11.0,4,3,0,0,1,0,0,0,0,0,2,0.0,1.0,"Piling of Fuels, Hand or Machine ",Chipping of Fuels,2,0.5623351446188083,0.8112781244591328,4,1.3862943611198906,1.0
54489,2019-03-01,1.0,2019-09-01,2020-08-18,352.0,0.0891089108910891,2019-09-01,2020-08-18,2019.0,2020.0,2019,2030,2019.0,2020.0,11,0.0,6272.9,1949.0,303,151,0,2,148,0,0,0,0,2,4,0.0,0.0,"Piling of Fuels, Hand or Machine ",Plant Trees,4,0.7633392061747738,0.5506328436322321,26,3.1537894628525187,0.9679852717831666
54491,2018-08-22,2.0,2019-11-12,2019-11-12,0.0,1.0,2019-07-12,2019-07-12,2019.0,2019.0,2019,2019,2020.0,2020.0,0,0.0,20.0,20.0,1,0,0,0,1,0,0,0,0,0,1,0.0,1.0,Overstory Removal Cut (from advanced regeneration) (EA/RH/FH),Overstory Removal Cut (from advanced regeneration) (EA/RH/FH),1,-0.0,,0,0.0,-0.0
54495,2018-10-10,5.0,2019-04-08,2022-06-08,1157.0,0.8947368421052632,2019-04-08,2022-06-08,2019.0,2022.0,2018,2022,2019.0,2022.0,4,-9.735294117647058,5071.0,4368.0,38,37,0,0,1,0,0,0,0,0,2,0.23529411764705882,0.2647058823529412,Thinning for Hazardous Fuels Reduction,Broadcast Burning - Covers a majority of the unit,2,0.12169240267806193,0.17556502585750278,6,0.8292163524372047,0.4627944580052682
54496,2018-09-11,1.0,2019-07-31,2019-07-31,0.0,1.0,2019-07-31,2019-07-31,2019.0,2019.0,2019,2019,2019.0,2019.0,0,0.0,1361.2,1361.2,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0,Acres Improved - Construction/Reconstruction of Range Grz Structural Improv Area,Acres Improved - Construction/Reconstruction of Range Grz Structural Improv Area,1,-0.0,,1,-0.0,
54497,2018-11-27,8.0,2021-09-01,2022-06-01,273.0,0.19230769230769232,2021-06-10,2022-06-01,2021.0,2022.0,2018,2027,2021.0,2022.0,9,0.0,10977.900000000001,1262.0,130,0,0,0,130,0,0,0,0,0,1,0.0,0.0,Plant Trees,Stocking Survey,1,-0.0,,8,1.7068443858178342,0.8208186436628527
54498,2018-12-07,1.0,2021-02-11,2021-02-11,0.0,0.3333333333333333,2021-02-11,2021-02-11,2021.0,2021.0,2021,2024,2021.0,2021.0,3,0.0,1266.0,422.0,12,8,0,0,4,0,0,0,0,0,2,0.0,0.0,Post Treatment Exam Fuels Mgt ,Stand Silviculture Prescription,2,0.6365141682948128,0.9182958340544894,4,1.3862943611198906,1.0
54507,2018-12-20,8.0,,,,0.0,2020-05-19,2022-02-24,2020.0,2022.0,2020,2028,,,8,0.0,4271.0,981.0,64,0,0,0,64,0,0,0,0,0,1,0.0,,Site Preparation for Planting - Chemical,Stocking Survey,1,-0.0,,4,1.1399922145376622,0.8223305572827563
54516,2020-03-17,1.0,2021-03-17,2021-12-15,273.0,0.10263929618768329,2021-03-17,2021-06-29,2021.0,2021.0,2019,2027,2021.0,2022.0,8,0.0,9294.099999999999,2543.0,341,156,0,0,185,0,0,0,0,0,2,0.40540540540540543,0.9714285714285714,Plant Trees,Stand Clearcut (w/ leave trees) (EA/RH/FH),2,0.689526568865869,0.9947765614639716,17,2.739477873303264,0.9669154915743993
54520,2018-10-09,4.0,,,,0.0,,,,,2019,2030,,,11,,828.0,0.0,9,1,0,0,8,0,0,0,0,0,2,,,Stand Silviculture Prescription,"Salvage Cut (intermediate treatment, not regeneration)",2,0.34883209584303193,0.5032583347756457,1,-0.0,
54527,2018-12-13,5.0,2020-11-01,2021-03-19,138.0,1.0,2020-11-01,2021-03-19,2021.0,2021.0,2021,2021,2021.0,2021.0,0,0.0,212.0,212.0,2,2,0,0,0,0,0,0,0,0,1,0.0,0.0,"Piling of Fuels, Hand or Machine ",Burning of Piled Material,1,-0.0,,1,-0.0,
54539,2021-01-25,9.0,2021-03-21,2022-03-17,361.0,1.0,2021-03-21,2022-03-17,2021.0,2022.0,2021,2022,2021.0,2022.0,1,0.0,4362.0,4362.0,6,6,0,0,0,0,0,0,0,0,1,0.0,0.0,Broadcast Burning - Covers a majority of the unit,Broadcast Burning - Covers a majority of the unit,1,-0.0,,6,1.7917594692280547,0.9999999999999999
54573,2019-06-20,5.0,,,,0.0,,,,,2019,2023,,,4,,150.49999999999997,0.0,28,18,0,0,0,0,10,0,0,0,2,,,Wildlife habitat monitoring - area,"Piling of Fuels, Hand or Machine ",2,0.6517565611726531,0.940285958670631,9,2.1972245773362196,1.0
54593,2018-11-15,8.0,,,,0.0,2021-07-10,2021-07-10,2021.0,2021.0,2021,2022,,,1,0.0,202.0,10.0,3,0,0,0,0,3,0,0,0,0,1,0.0,,Watershed Resource Non-Structural Improvements Riparian,Watershed Resource Activities,1,-0.0,,0,0.0,-0.0
54597,2019-02-14,8.0,,,,0.0,2019-12-09,2021-04-08,2020.0,2021.0,2020,2026,,,6,0.0,10062.0,2670.0,11,6,0,0,3,0,2,0,0,0,3,0.0,,Compacting/Crushing of Fuels,Compacting/Crushing of Fuels,3,0.9949236325717752,0.9056185178648963,0,0.0,-0.0
54599,2019-06-06,5.0,2019-08-14,2021-05-21,646.0,0.34408602150537637,2019-08-14,2020-11-19,2019.0,2021.0,2019,2022,2019.0,2021.0,3,0.0,3533.5999999999995,1480.6,279,189,0,0,78,8,4,0,0,0,4,0.06481481481481481,0.4583333333333333,Landing Treated - Area Mitigated ,Rearrangement of Fuels,4,0.7828455305454559,0.5647036823500095,71,4.225740961762171,0.9913343445098713
54600,2018-08-15,1.0,2018-10-03,2021-04-30,940.0,0.44,2018-08-17,2021-04-30,2018.0,2021.0,2018,2030,2019.0,2021.0,12,0.0,1052.0,563.0,25,6,2,6,6,1,0,2,2,0,7,0.18181818181818182,0.36363636363636365,Sanitation Cut,Insect Control,7,1.7624536836896143,0.9057220265515538,2,0.6923469670899615,0.9988455359952018
54604,2018-12-21,8.0,2019-04-01,2020-09-29,547.0,0.8888888888888888,2019-04-01,2020-07-01,2019.0,2020.0,2019,2023,2019.0,2020.0,4,0.0,870.0,862.0,27,0,0,0,27,0,0,0,0,0,1,0.0,0.0,Tree Release and Weed,Tree Release and Weed,1,-0.0,,5,1.0366904997348778,0.6441320238113416
54611,2020-07-07,5.0,2021-04-12,2022-04-18,371.0,0.8181818181818182,2021-04-07,2022-03-21,2021.0,2022.0,2020,2023,2021.0,2022.0,3,0.0,5015.799999999999,3900.7,44,0,0,0,44,0,0,0,0,0,1,0.1111111111111111,0.1111111111111111,Stocking Survey,Stocking Survey,1,-0.0,,12,2.4359510751023308,0.9802988274469602
54613,2020-04-29,6.0,2021-09-30,2021-09-30,0.0,1.0,2021-09-30,2021-09-30,2021.0,2021.0,2020,2020,2021.0,2021.0,0,0.0,26074.0,26074.0,1,0,1,0,0,0,0,0,0,0,1,1.0,1.0,Range NEPA/AMP Implementation,Range NEPA/AMP Implementation,1,-0.0,,0,0.0,-0.0
54617,2018-08-30,2.0,2019-08-27,2019-08-27,0.0,1.0,2019-08-27,2019-08-27,2019.0,2019.0,2019,2019,2019.0,2019.0,0,0.0,65.0,65.0,8,0,0,0,0,0,0,0,8,0,1,0.0,0.0,Insect Control,Insect Control,1,-0.0,,8,2.0794415416798357,1.0
54622,2018-11-27,2.0,2020-10-05,2021-02-01,119.0,1.0,2020-10-05,2021-02-01,2021.0,2021.0,2021,2021,2021.0,2021.0,0,0.0,16.799999999999997,16.799999999999997,3,3,0,0,0,0,0,0,0,0,1,0.0,0.0,Burning of Piled Material,Thinning for Hazardous Fuels Reduction,1,-0.0,,1,-0.0,
54623,2018-10-31,8.0,2021-06-01,2021-06-01,0.0,0.5,2021-06-01,2021-06-01,2021.0,2021.0,2021,2021,2021.0,2021.0,0,0.0,88.0,8.0,2,1,0,0,1,0,0,0,0,0,2,0.0,0.0,Fire Protection Inventory,Other Stand Tending,2,0.6931471805599453,1.0,0,0.0,-0.0
54625,2018-11-20,5.0,,,,0.0,2019-03-28,2019-03-28,2019.0,2019.0,2019,2024,,,5,0.0,687.4000000000001,280.0,48,32,6,0,10,0,0,0,0,0,3,0.0,,Rearrangement of Fuels,Invasives - Mechanical /Physical,3,0.857035247680807,0.7801071010409177,1,-0.0,
54629,2019-05-22,6.0,,,,0.0,2021-07-20,2021-07-20,2021.0,2021.0,2021,2021,,,0,0.0,4158.0,4158.0,6,0,0,0,3,0,0,0,3,0,2,0.0,,Commercial Thin,Disease Prevention,2,0.6931471805599453,1.0,3,1.0986122886681096,0.9999999999999998
54631,2019-05-20,8.0,,,,0.0,2020-11-25,2021-09-13,2021.0,2021.0,2021,2021,,,0,0.0,3376.0,1799.0,30,0,0,0,30,0,0,0,0,0,1,0.0,,Commercial Thin,Commercial Thin,1,-0.0,,8,1.950881637999317,0.9381757548343176
54647,2019-07-23,8.0,2020-08-15,2020-08-15,0.0,1.0,2020-08-10,2020-08-10,2020.0,2020.0,2020,2020,2020.0,2020.0,0,0.0,68.0,68.0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,Commercial Thin,Commercial Thin,1,-0.0,,1,-0.0,
54650,2019-10-28,9.0,2021-05-01,2021-05-01,0.0,0.017857142857142856,2021-05-01,2022-02-15,2021.0,2022.0,2021,2026,2021.0,2021.0,5,-0.04,6389.3,1412.1999999999998,56,4,0,0,51,1,0,0,0,0,3,0.0,0.0,Scarify and Seed Landings,Fuel Inventory,3,0.3455608922812175,0.3145430793425353,13,2.447151308277912,0.9540739278766087
54653,2019-07-18,5.0,2020-07-15,2021-11-17,490.0,0.4055299539170507,2020-05-07,2021-11-17,2020.0,2022.0,2019,2022,2020.0,2022.0,3,-2.9101123595505616,15113.2,6875.200000000001,217,101,0,0,116,0,0,0,0,0,2,0.15730337078651685,0.7954545454545454,Site Preparation for Planting - Mechanical,Control of Understory Vegetation- Burning,2,0.6907561813316785,0.9965505172706102,75,4.218420630439596,0.9770543703904788
54660,2019-06-17,5.0,,,,0.0,2019-07-26,2019-07-26,2019.0,2019.0,2019,2028,,,9,0.0,5228.0,3921.0,24,18,0,0,6,0,0,0,0,0,2,0.0,,Burning of Piled Material,Burning of Piled Material,2,0.5623351446188083,0.8112781244591328,6,1.7917594692280547,0.9999999999999999
54665,2019-07-10,8.0,,,,0.0,,,,,2022,2024,,,2,,129.0,0.0,14,0,0,0,14,0,0,0,0,0,1,,,Site Preparation for Natural Regeneration - Manual,"Plant or Seed Shrubs, Forbs, Grasses",1,-0.0,,1,-0.0,
54678,2018-11-21,3.0,2019-05-31,2021-05-27,727.0,1.0,2019-05-31,2021-05-27,2019.0,2021.0,2019,2021,2019.0,2021.0,2,0.0,76213.0,76213.0,9,6,3,0,0,0,0,0,0,0,2,0.0,0.0,Planned Treatment Burned in Wildfire,Broadcast Burning - Covers a majority of the unit,2,0.6365141682948128,0.9182958340544894,4,1.2730283365896256,0.9182958340544894
54682,2020-01-23,2.0,2022-04-27,2022-04-27,0.0,0.009523809523809525,2020-06-04,2022-04-27,2020.0,2022.0,2020,2037,2022.0,2022.0,17,0.0,128399.79999999999,30953.600000000002,630,140,8,0,482,0,0,0,0,0,3,0.0,0.0,Commercial Thin,Stocking Survey,3,0.594553891653625,0.541186274526772,24,2.4829147879258393,0.7812689527835972
54686,2018-11-30,3.0,2021-02-04,2021-02-04,0.0,0.25,2019-03-18,2021-02-04,2019.0,2021.0,2019,2021,2021.0,2021.0,2,0.0,464.0,464.0,4,1,0,0,3,0,0,0,0,0,2,0.0,0.0,"Salvage Cut (intermediate treatment, not regeneration)","Salvage Cut (intermediate treatment, not regeneration)",2,0.5623351446188083,0.8112781244591328,1,-0.0,
54690,2018-11-20,8.0,2019-09-16,2022-03-11,907.0,0.5,2019-02-25,2022-03-11,2019.0,2022.0,2019,2024,2019.0,2022.0,5,0.0,227.0,147.0,12,0,0,0,12,0,0,0,0,0,1,0.0,0.0,Plantation Survival Survey,Plantation Survival Survey,1,-0.0,,2,0.6931471805599453,1.0
54696,2018-10-23,3.0,,,,0.0,2020-09-28,2020-09-28,2020.0,2020.0,2020,2020,,,0,0.0,11.0,11.0,1,0,0,0,1,0,0,0,0,0,1,0.0,,Sanitation Cut,Sanitation Cut,1,-0.0,,0,0.0,-0.0
54704,2019-12-10,9.0,2021-04-28,2021-04-28,0.0,0.10714285714285714,2021-04-28,2021-05-20,2021.0,2021.0,2021,2030,2021.0,2021.0,9,0.0,1818.0,383.0,56,0,0,0,56,0,0,0,0,0,1,0.0,0.0,Shelterwood Establishment Cut (with or without leave trees) (EA/RH/NFH),Site Preparation for Natural Regeneration - Manual,1,-0.0,,0,0.0,-0.0
